,Name,cleaned_lyrics,Genre
85309,Love Of A Woman,"Love Woman My baby knows better Funny woman man anything beside Leaning make stand Where would without love woman Standing behind man even he's wrong The true pure undying love woman Makes man fool think make alone My daddy wild one younger Everybody told mama he'd hard tame Full said sir' nobody But oughta see come running mama calls name Where would without love woman Standing behind man even he's wrong The true pure undying love woman Makes man fool think make alone A man goes crazy trying catch feelings Too much pride maybe words come wrong But that's okay cause he's still hero Steady rock, love keeps rolling along Where would without love woman Standing behind man even he's wrong The true pure undying love woman Makes man fool think make alone Makes man fool think make alone",Country
1592,Middle Child,"MIDDLE CHILD You good, T-Minus? Niggas counting counting bullets, loading clips writing names, making list checking twice getting em hit The real ones dyin', fake ones lit The game balance, back shit The Bentley dirty, sneakers dirty But that's like it, dick bag, hard get snort powder, might take sip might hit blunt, liable trip ain't popping pill, wish roll fiends, love em death got mil' rich What good bread niggas broke? What good first class niggas can't sit? That's next mission, that's can't quit Just like LeBron, get niggas chips Just put Rollie right back wrist This watch came Drizzy, gave gift Back rap game praying I'd diss They act like two legends cannot coexist But I'd never beef nigga nothin' If smoke rapper, it's gon' legit It won't clout, won't fame It won't cause shit ain't selling It won't sell latest lil' sneakers It won't cause nigga slid lane Everything grows, it's destined change love lil' niggas, glad came hope scrape every dollar hope know money won't erase pain To OGs, thanking Was watching paving ground copied cadence, mirrored style studied greats, greatest right Fuck feel me, ain't got choice Now ain't promo, still made noise This year gon' different, set intentions promise slap hate voice Niggas counting counting bullets, loading clips writing names, making list checking twice getting em hit The real ones dyin', fake ones lit The game balance, back shit The Bentley dirty, sneakers dirty But that's like it, dick poured something cup I've wanting something feel Promise never letting Money palm don't make real Foot neck, got em stuck I'ma give em something feel If ain't bout squad, don't give fuck Pistol hand don't make real dead middle two generations little bro big bro Just left lab young 21 Savage bout go meet Jigga lunch Had long talk young nigga Kodak Reminded young niggas Ville Straight projects, fakin', honest wish guidance, real Too many niggas cycle jail Spending birthdays inside cell We coming long bloodline trauma We raised mamas, Lord gotta heal We hurting sisters, babies well We killing brothers, poisoned well Distorted self image, set fail I'ma make sure real gon' prevail, nigga poured something cup I've wanting something feel Promise never letting Money palm don't make real Foot neck, got em stuck I'ma give em something feel If ain't bout squad, don't give fuck Pistol hand don't make real Money palm don't make real Pistol hand don't make real Money palm don't make real","Trap,East Coast,Rap"
7518,Beautiful Trauma,"Beautiful Trauma We fire slashed tires It's like burn bright, burn made chase wasn't friendly My love, drug, fucked up, oh 'Cause I've run long can't find You're waking remember pretty And chemicals leave body Yeah, they're gonna find hotel lobby cause Mmm, tough Times keep comin' All night Laughing fuckin' Some days like barely breathin' After high love dope died The pill keep takin' The nightmare wake There's nothin', nothin', nothing My perfect rock bottom My beautiful trauma My love, love, drug, oh My love, love, love, drug, oh My love, love, love, drug, oh My love, love, love, drug, oh My love, oh love, drug, fucked You punched hole The wall framed wish could feel things like Everyone's chasing That holy feeling And don't stay lit we'll blow Blow 'Cause we've run long can't find us Who's gonna die remind us That feels like chose blindly Now gonna fuck hotel lobby 'Cause tough Times keep comin' Last night might messed Some days like barely breathin' But high love dope died The pill keep takin' The nightmare wake There's nothin', nothin', nothing My perfect rock bottom My beautiful trauma My love, love, drug, oh My love, love, love, drug, oh My love, love, love, drug, oh My love, love, love, drug, oh My drug love, love, drug, fucked Mmm tough Times keep comin' All night Laughing fuckin' Some days like barely breathin' After high love dope died The pill keep takin' The nightmare wake There's nothin', nothin', nothing My perfect rock bottom My beautiful trauma My love, love, drug, oh drug",Pop
65872,Soul Meets Body,"Soul Meets Body want live soul meets body And let sun wrap arms around And bathe skin water, cool cleansing feel Feel it's like new 'Cause head there's Greyhound station Where send thoughts far destinations So may chance finding place Where they're far suited Well, cannot guess we'll discover When turn dirt palms cupped like shovels But know filthy hands wash one another's And one speck remain believe it's true That roads left shoes But silence takes you, hope takes So, brown eyes, I'll hold near 'Cause you're song want hear A melody softly soaring atmosphere Where soul meets body Where soul meets body Where soul meets body And believe it's true That roads left shoes But silence takes you, hope takes So, brown eyes, I'll hold near 'Cause you're song want hear A melody softly soaring atmosphere A melody softly soaring atmosphere A melody softly soaring atmosphere A melody softly soaring atmosphere","Rock,Indie Rock"
42810,Love All Over Me,"Love All Over Me Must paying attention stepped right Didn't even notice deep went ground top cloud And look see fell arms Now got love Baby, touch every part Oh, got love And don't wanna get completely covered love Even skin changing feeling warmer No icy blue hearts You put color back life And black white You're becoming iridescent And got love Baby, touch every part Oh, I, got love And don't wanna get completely covered love Before love, baby, muddy So deep pain til took You showered new beginning, clean Took surprise ran came life, baby, moment You put hands heart And baby, beats Now got love And baby, touch every part Oh, got love And don't wanna get completely covered love In love, love And don't wanna get completely covered love Oh, love","R&;B,Pop"
62725,The Riddle,"The Riddle There man back 95 Whose heart ran summers But died, asked Wait, what's sense life Come me, Come He said, son got sing tune Catch Dylan song eclipse moon Let angel swing make swoon Then see, see Then said Here's riddle Find answer There's reason world You Picked kid school today Did learn anything cause world today You can't live castle far away Now talk me, come talk He said, Dad big smaller small In scheme things, well nothing Still every mother's child sings lonely song So play me, come play And hey Dad Here's riddle Find answer There's reason world You said, son I've told When get right Reason world... Who I? There secrets still left find There mysteries beginning time There answers wise enough see He said looking clue love free The batter swings summer flies As look angel's eyes A song plays moon high Something comes guess big guess small If think man know got Cause got bouncing ball And love free love freely Here's riddle Find answer There's reason world You",Rock
25205,All Of Me,"All Me What would without smart mouth? Drawing kicking You've got head spinnin', kiddin' can't pin What's going beautiful mind? magical mystery ride And dizzy, don't know hit But I'll alright My head's water, breathing fine You're crazy mind 'Cause Loves Love curves edges All perfect imperfections Give I'll give You're end beginnin' Even lose, winnin' 'Cause give And give you, oh-oh How many times tell you? Even you're crying, you're beautiful The world beating down, around Through every mood You're downfall, you're muse My worst distraction, rhythm blues can't stop singing, it's ringing In head My head's water, breathing fine You're crazy mind 'Cause Loves Love curves edges All perfect imperfections Give I'll give You're end beginnin' Even lose, winnin' 'Cause give And give you, oh-oh Give you, oh Cards table, showing hearts Risking all, though it's hard 'Cause Loves Love curves edges All perfect imperfections Give I'll give You're end beginnin' Even lose, winnin' 'Cause give And give give And give you, oh-oh","Piano,Easy Listening,Adult Contemporary,Soul Pop,Soul,Ballad,Pop,R&;B"
30195,Crash My Party,"Crash My Party It don't matter plans got, break ‘em Yeah, turn thing around next red light And don't mind telling guys “I can't meet ‘em” Hell, go raise hell night Girl, don't care, oh, gotta see you're wearing Your hair, pulled falling down? Oh, see If wanna call me, call me, call You don't worry ‘bout it, baby You wake dead night Wreck plans, baby that's alright This drop everything kind thing Swing pour drink The door's unlocked I'll leave lights Baby, crash party anytime Ain't spot downtown that's rocking way rock Ain't bar make buzz way could front row best show And look see face phone And gone long, hang I'll meet minute two If wanna call me, call me, call You don't worry ‘bout it, baby You wake dead night Wreck plans, baby that's alright This drop everything kind thing Swing pour drink The door's unlocked I'll leave lights Baby, crash party anytime If it's two morning you're feeling lonely And wondering If wanna call me, call me, call You don't worry ‘bout it, baby You wake dead night Wreck plans, baby that's alright This drop everything kind thing Swing pour drink The door's unlocked I'll leave lights Baby, crash party anytime Baby, crash party anytime",Country
55987,Letter To Me,"Letter Me If could write letter And send back time seventeen First I'd prove it's saying look bed There's Skoal Playboy one else would know hid And I'd say know it's tough When break seven months And yeah, know really liked don't seem fair But say pain like fast it's rare And, oh, you've got much going you, going right But know seventeen it's hard see past Friday night She wasn't right still feel like there's knife Sticking back you're wondering you'll survive But you'll make you'll see You're still around write letter At stop sign Tomlinson Eighth Always stop completely, don't tap brakes And get date Bridgett, make sure tank full On second thought forget it, one turns kinda cool Each every time fight Just assume you're wrong daddy right And really thank Mrs Brinkman, spends much extra time It's like sees diamond underneath she's polishing til shine And, oh, you've got much going you, going right But know seventeen it's hard see past Friday night Tonight's bonfire rally you're staying home instead Because fail Algebra, mom dad kill dead Trust you'll squeak get C And you're still around write letter You've got much ahead, you'll make new friends You see kids wife And I'd end saying fear These nowhere near best years life guess I'll see mirror, you're grown man P.S.: Go hug Aunt Rita every chance And, oh, you've got much going you, going right But know seventeen it's hard see past Friday night wish you'd study Spanish, wish you'd taken typing class wish wouldn't worry, let be, I'd say little faith you'll see If could write letter To",Country
54417,With You,"With You need you, boo gotta see you, boo And hearts world tonight Said hearts world tonight And need you, boo Oh gotta see you, boo Hey And hearts world tonight Said hearts world tonight Uh, uh Hey little mama, ooh, you're stunner Hot little figure, yes, you're winner And glad You're class And ooh, little cutie, talk swear whole world stops, you're sweetheart And glad you're mine You one kind You mean mean And together, baby, nothing won't 'Cause got you, don't need money, don't need cars Girl, you're And oh, And girl, one else would 'Cause every kiss every hug You make fall love And know can't one bet there's hearts world tonight With love life feels What feel With you, you, you, you, you, girl With you, you, you, you, Oh girl, don't want nobody else Without you, there's one left You're like Jordans Saturday gotta cannot wait Hey, little shawty, say care You know care you, know I'll true You know won't lie, know would try To everything, yeah 'Cause got you, don't need money, don't need cars Girl, you're And oh, Into And girl, one else would Won't 'Cause every kiss every hug Hug You make fall love And know can't one know can't bet there's hearts world tonight With love life feels What feel With you, you, you, you, you, oh With you, you, you, you, you, hey, hey And never try deny whole life 'Cause ever let go, would die won't front don't need another woman, need nothing 'Cause got I'll straight Baby, you're best part day need you, boo gotta see you, boo And hearts world tonight Hey, hey Said hearts world tonight Ooh, ooh, ooh, yeah They need it, boo They need They gotta see boo Said there's hearts world tonight Hearts world tonight Oh, oh, you, baby And girl, one else would 'Cause every kiss Every kiss every hug Every hug You make fall love You make And know can't one Can't one bet there's hearts world tonight With love life feels What feel With you, you, you, you, you, girl With you, you, you, you, you, oh With you, you, you, you, you, Only you, you, you, you, you, babe yeah","DMV,Pop,R&;B"
11187,Swang,"Swang Mmm boy, it's nasty uh Uhmm Know young niggas like swang Yeah, uhmm Know young niggas like swang Know young niggas like swang Ride, uh Know young niggas like swang Swang Know young niggas like swang Swang Big bank take little bank Everyday spilling drank Drank She want whole crew, shawty brave Brave When money talks, say? Just say Blow away, watch blow away Blow, blow When die can't take grave Yo Hop out, drop, top, fuck y'all talking need right Hey Cash air, yeah, goes gotta come Woo Getting dough ain't thing change Nothing change Coasting, gripping grain Grip Going money like phase Like phase Don't say name vain Woo, woo glad came Yeah All bad bitches getting slain Slain Broke ass nigga get clue Clue All niggas know Let's go Know young niggas like swang Swang, swang Know young niggas like swang Swang, swang Big bank take little bank Everyday spilling drank Up drank She want whole crew, shawty brave Shawty brave When money talks, say? What say Blow away, watch blow away Watch blow way When die can't take grave Watch blow way, Watch blow way, blow way Hop out, drop, top, fuck y'all talking need right Cash air, yeah, goes gotta come Aye, aye know young niggas bottom They'll anything dollar Dollar coulda went school doctor Doctor But dropped chose baller Woo Switching lanes, spitting game new drop Drop Still paper chase don't ever stop Never Everybody family, that's rock Rock, rock Party mansion, bout flood spot Sremmlife! Know young niggas like swang Swang, swang Know young niggas like swang Swang, swang Big bank take little bank Everyday spilling drank Up drank She want whole crew, shawty brave Shawty brave When money talks, say? What say Blow away, watch blow away Watch blow way When die can't take grave Watch blow way, Watch blow way, blow way","Memes,Hip-Hop,Trap,Rap"
94731,I Wanna Love You Forever,"Wanna Love You Forever You set soul ease Chased darkness view Left desperate spell Say feel know I've got much give This can't die, yearn live Pour And I'll cherish every drop knees wanna love forever And asking 10,000 lifetimes together Is much do? 'Cause moment saw face And felt fire sweet embrace swear knew gonna love forever, oh-oh My mind fails understand What heart tells And I'd give And would I've always taught win And never thought I'd fall Be mercy man I've never Now want right wanna love forever wanna love forever And asking 10,000 lifetimes together Is much do? 'Cause moment saw face And felt fire sweet embrace swear knew swear gonna love forever Whoa, oh-oh In life, I've learned heaven never waits, Let's take it's gone like yesterday, 'Cause you, there's nowhere else That would ever wanna be, breathing next second feel loving gonna love... wanna lover forever Oh, asking 10,000 lifetimes together My love Is much do? 'Cause moment saw face And felt fire sweet embrace swear knew Oh gonna love forever, forever, oh wanna love forever Everyday, everyday 10,000 lifetimes together","Ballad,Pop"
68731,Like You,"Like You Yo! Oh It's boy! Oh Daddy Yankee! All latinos stand up! Oh Narcando la historia Caminen conmigo en esta Ooh-ooh-oh Holla back You know do, man! 'Cause you're one All want girl like It's way make feel All want girl like 'Cause you're one All want girl like It's way make feel All want girl like Straight you're bad, baby hot In hood feel tension walk block That's reason head, believe Me run world like Big Pun Pac 'Cause main homie, main shawty Cock back hammers bang homie protecting gauge slowly With girl like you, forget nonsense We don't give fuck chicos gossip Dile Daddy Yankee, shining right Come on, cap now, got game locked What know big thingsz chrome wheels deals Me holding down, it's real, come on! 'Cause you're one All want girl like It's way make feel All want girl like 'Cause you're one All want girl like It's way make feel All want girl like Yo, la negra tiene tumba'o, cuando camina de la'o Por la calle ocho sin miedo, wilding Switching lanes freeway, corriendo por miles A little foreplay, like Bonnie Clyde en el crimen Flossing jewels felony How playa ma'? Do look like Bill Bellamy? No te molestes yo soy tuyo na' mas player, crush lot Come on! Tu eres la chica ideal para mi All want girl like Como tu nadie ha hecho sentir All want girl like 'Cause you're one All want girl like It's way make feel All want girl like Oh, oh, oh want girl like Oh, oh, oh All want boy like Oh, oh, oh want girl like Oh, oh, oh All want boy like 'Cause you're one All want girl like It's way make feel All want girl like 'Cause you're one All want girl like It's way make feel All want girl like Yeah! All latinos stand up! Caminen conmigo Bust floor, bossing Daddy Tankee! Barrio fino! And proud latin, man Letting know who's real King Jungle! Luny Tunes","R&;B,Pop,Latin Music,Latin Urban,Puerto Rico,Reggaeton,En Espa\xc3\xb1ol,Rap"
74139,Perfect,Perfect If don't take Paris On lover's getaway It's right It's right If I'd rather wear T-shirt Than sexy negligee It's right It's right Every dinner doesn't candlelit It's kinda nice know doesn't Perfect Baby every little piece Of puzzle doesn't always fit Perfectly Love rough around edges Tattered seams But honey it's good enough It's good enough If mother doesn't like The way treat baby boy It's right It's right If every wedding picture My daddy looks annoyed It's right It's right Don't know fairy tales tell lie Real love real life doesn't You don't mind show late everything And lose cool It's kinda cute Ain't nice know don't It's good enough meperfect Yeah good enough meperfect Good enough meperfect,Country
90746,Give Me Just One Night,"Give Me Just One Night Una Noche You keep telling want Hold close night know, deep inside need No one else make right Don't try hide secret see eyes You said words without speaking Now gonna make mine Give one night, una noche A moment side Give one night, una noche I'll give time life time life, ooooooh I'll give time life oooh baby yeah Your rustic passion makes crazy You existance makes wild wanna loosen feelings See what's hiding inside Just give one night una noche A moment side Give one night, una noche I'll give time life time life oooh ooh yeah ooh baby Girl: Aye que rico, pone loca Como te mueves, como toca Tu movimiento, tu sentimiento Si yo te quiero, te doy la noche Toda la noche, Aye vamos Give one night give one night baby A moment side Give one night one night oh baby I'll give time life I'll give time life Give one night Give one night, una noche A moment side A moment side Give one night, una noche I'll give time life Come come come baby Give one night, una noche A moment side A moment side Give one night, una noche I'll give time life I'll give time life time life Ooh yeah","Latin Pop,Pop"
57896,Cyclone,"Cyclone Oh, oh oh Swa-na-na-na-na The mighty cyclone She moves body like cyclone And makes wanna night long Going hard turn spotlights Because moves body like cyclone Just like cyclone She moves body like cyclone And makes wanna night long Going hard turn spotlights Because moves body like cyclone The mighty cyclone Now look dumper back bumper She ain't even playing shaking rumpa And, oh, ain't know? She get lower muffler Either girlfriends showstopping hustler The way move body, might see Maserati She wanna put me, trying show tsunami She make hard copy, always tight never sloppy And got entourage paparazzi Now, go again, riding stormy weather You better button up, wanna go get Cause is, everybody wanna love But pop it, boy, better run cover She moves body like cyclone And makes wanna night long Going hard turn spotlights Because moves body like cyclone Just like cyclone She moves body like cyclone And makes wanna night long Going hard turn spotlights Because moves body like cyclone The mighty cyclone It's rap breaking boys typhoon It's rap Gotta get feta like boss tycoon It's rap Now hold steady, cause make monsoon It's rap Now Google, download iTunes See, sayin', ain't playin' Bet got heads turnin' You gon' hear clack-clack heels get burnin' Stiletto fuego, got label And got us tomato She moves body like cyclone And makes wanna night long Going hard turn spotlights Because moves body like cyclone Just like cyclone She moves body like cyclone And makes wanna night long Going hard turn spotlights Because moves body like cyclone The mighty cyclone Shawty got looks shawty got class Shawty got hips shawty got ass When hit stage, drop low like Ay, crazy, it's amazing She must one, lady She moves body like cyclone And makes wanna night long Going hard turn spotlights Because moves body like cyclone Just like cyclone She moves body like cyclone And makes wanna night long Going hard turn spotlights Because moves body like cyclone The mighty cyclone",Rap
40796,Rolling In The Deep,"Rolling Deep There's fire starting heart Reaching fever pitch, it's bringing dark Finally, see crystal clear Go ahead sell out, I'll lay ship bare See I'll leave every piece Don't underestimate things There's fire starting heart Reaching fever pitch, it's bringing dark The scars love remind us They keep thinking almost The scars love, leave breathless can't help feeling We could You're gonna wish – never met Rolling deep Tears gonna fall, rolling deep You heart inside hand You're gonna wish – never met And played beat Tears gonna fall, rolling deep Baby, story told But I've heard one Now gonna make head burn Think depths despair Make home As mine sure won't shared You're gonna wish – never met The scars love remind us Tears gonna fall, rolling deep They keep thinking almost You're gonna wish – never met The scars love, leave breathless Tears gonna fall, rolling deep can't help feeling We could You're gonna wish – never met Rolling deep Tears gonna fall, rolling deep You heart inside hand You're gonna wish – never met And played beat Tears gonna fall, rolling deep Could Rolling deep You heart inside hand But played beating Throw soul every open door oh-oh Count blessings find look whoa-oh Turn sorrow treasured gold oh-oh You'll pay back kind reap sow You're gonna wish – never met We could Tears gonna fall, rolling deep We could You're gonna wish – never met It all, all, Tears gonna fall, rolling deep We could You're gonna wish – never met Rolling deep Tears gonna fall, rolling deep You heart inside hand You're gonna wish – never met And played beat Tears gonna fall, rolling deep We could You're gonna wish – never met Rolling deep Tears gonna fall, rolling deep You heart inside hand You're gonna wish – never met But played it, played it, played You played beat","Pop,Blues,Adult Alternative,Adult Contemporary,Blue-Eyed Soul,Soul"
49549,Last Chance,"Last Chance Ooh yeah, ooh yeah Ooh yeah, listen If favorite song, turn radio Play man lady day long If favorite song, turn radio Play man lady day long It's amazin', babe, let go On long You blaming me, blaming can't say you're right, sure ain't wrong Girl, lately I, I've thinkin' And thoughts telling me, trippin' Used say didn't care Found bags packed upstairs With talking tough, bout lose If last chance love gonna play like grown man ought If got one shot win Then call Jordan 4th quarter 92, yeah gonna No matter girlfriend said gonna Believe baby, talking bout kinda change gonna From boy man, like Barrack plan gonna If last chance, yeah, yeah Girl, things said, can't believe But swear God didn't mean But takes lot admit wrong, yeah But I'll whatever save home cause can't go back, back forth, out, door Don't wanna fuss fight Don't give damn score Cause I'm, different kinda man kind understands got inside hands So baby If last chance love gonna play like grown man ought If got one shot win Then call Jordan 4th quarter 92, yeah gonna No matter girlfriend said gonna Believe baby, talking bout kinda change gonna From boy man, like Barrack plan gonna If last chance, yeah, yeah Sometimes try front like don't matter If leave stay, like find better But truth told know you're one Girl, it's plain see that, ain't nothing without And seems like every song radio girl So stay home, belong So try make right wrong, listen baby If favorite song, turn radio Play man lady day long If favorite song, turn radio Play man lady day long If favorite song, turn radio Play man lady day long If favorite song, turn radio Play man lady day long If last chance love gonna play like grown man ought If got one shot win Then call Jordan 4th quarter 92, yeah gonna No matter girlfriend said gonna Believe baby, talking bout kinda change gonna From boy man, like Barrack plan gonna If last chance, yeah, yeah","R&;B,Rap"
78665,Raining On Sunday,Raining On Sunday It ticks like Timex It never lets Who said life easy The job never It'll run us till ragged It'll harden hearts And love could use day rest Before start falling apart Pray it's raining Sunday Storming like crazy We'll hide covers afternoon Baby whatever comes Monday Can take care Because got better things could When it's raining Sunday Your love like religion A cross Mexico And kiss like innocence Of prayer nailed door Oh surrender much sweeter When let go Let water wash bodies clean And love wash souls Pray it's raining Sunday Storming like crazy We'll hide covers afternoon Baby whatever comes Monday Can take care Because got better things could When it's raining Sunday When it's raining Sunday When it's raining Sunday Let rain Pray it's raining Sunday Storming like crazy We'll hide covers afternoon Baby whatever comes Monday Can take care Because got better things could When it's raining Sunday When it's raining Sunday When it's raining Sunday Let rain,Country
47867,Break Up,"Break Up love you, don't think love anymore... When kiss good Mario, would wanna break up? Gucci When loving good, would wanna break up? Sean Garrett, Pen If hit good, would wanna break up? Gucci If feeling good, would wanna break up? We going Loving you, loving you, loving - I'm, Loving you, loving you; would wanna break up? Do anything would wanna break up? See driving hood would wanna break up? Now baby girl dumped me, longer wants longer hired, said fired On next one - fish sea Girls like buses: miss one next 15 one comin' Gucci Mane crazy ice game stunting Burr Swag stupid bitch straight dumped Over, smoking doja Baby girl went A.W.O.L, used soulja Don't Don't lace Gucci? Don't Don't deck Louie? Don't Don't make earlobe freeze? Don't Don't dive dive deep? know gone know gone know flirting girls know be, say right back take long know be, saying faithful don't know making promises breaking heart Telling wasn't arguing But ba-by love, - OHH! 2X Loving you, loving you, loving - I'm, Loving you, loving you; would wanna break up? Do anything would wanna break up? See driving hood would wanna break up? You might hood, you're model Everything ever ever seen model If leaving baby don't leave tomorrow Tonight gonna get little tipsy bottle You gonna get up, gone take em gone change ways, gon' work Girl, wouldn't somebody else Girl, wouldn't somebody else know, made, mistakes, Promise, won't, get hurt, got, you, like and, know Once lay down, it's 2X Loving you, loving you, loving - I'm, Loving you, loving you; would wanna break up? Do anything would wanna break up? See driving hood would wanna break up? Why wanna leave me, wanna tease Being icy ain't easy, make look easy Used cop Bally, rock Louie Now it's fuck shawty, don't like Gucci 2X Loving you, loving you, loving - I'm, Loving you, loving you; would wanna break up? Do anything would wanna break up? See driving hood would wanna break up? Now would you, break up, break up, break up? Yeah back, baby...","Crunk,East Coast,Electro-Pop,Pop,R&;B,Rap"
33651,Clique,"Clique What dollar murdered for? Is one fighting soul? Or brother's one you're running from? But got money, fuck it, ‘cause want B-I-G, fucking me? Oh, God! Okay Ain't nobody fucking clique Clique, clique, clique, clique Ain't nobody fresher muh'fucking clique Clique, clique, clique, clique As look around, don't like clique Clique, clique, clique, clique And bad bitches, man They want the, want the, want B-I-G, oh God! Go tell bad bitch whatever say My block behind me, like coming driveway It's grind day, Friday next Friday straight nine days, need spa day spa day Yup, trying get poon-tang might let crew bang, crew deeper Wu-Tang rolling fuck saying? Girl, know crew name You know 2 Chainz? Scrrr! pulling Bruce Wayne But fucking villain Man, kneeling walking buildin' Freaky women feeling bank accounts fillin' What feelin'! Ah man, gotta Young player D That's killing everything see dough Ain't nobody fucking clique Clique, clique, clique, clique Ain't nobody fresher muh'fucking clique Clique, clique, clique, clique As look around, don't like clique Clique, clique, clique, clique And bad bitches, man They want the, want the, want Click clack, stick em up! Yeah, talking Ye, yeah, talking Rih Yeah, talking B, nigga, talking Yeah, talking bossy, ain't talking Kelis Your money short, can't talking Yeah, talking LeBron, ball family tree G.O.O.D Music drug-dealing cousin Ain't nothing fucking we, Turn 62 125, 125 250 250 half million, ain't nothing nobody Now, me? ¡Vamonos! Call Hov Jefe Translation: shit, least neck say Least check say, lost homie decade Nigga like 12 years Ain't hug son since second grade Uh, never told—who gonna tell? We top totem pole It's Dream Team meets Supreme Team And eyes green, means one thing You ain't fucking clique Ain't nobody fucking clique Clique, clique, clique, clique Ain't nobody fresher muh'fucking clique Clique, clique, clique, clique As look around, don't like clique Clique, clique, clique, clique And bad bitches, man They want the, want the, want Break records Louis, ate breakfast Gucci My girl superstar home movie Bow arrival, un-American idols What niggas Paris, got em hanging Eiffel Yeah, talking business, talking CIA talking George Tenet, seen day He asked Maybach, think Except mine tinted might rented You know, white people get money, don't spend Or maybe get money, buy business rather buy 80 gold chains go ign'ant know Spike Lee gon' kill me, let finish Blame pigment, living limits Them gold Master P ceilings figment Of imagination, MTV cribs Now looking crib right next TC lives That's Tom Cruise, whatever accuse He wasn't really drunk, frew brews Pass refreshments, cool, cool beverage Everything need news crew's presence Speedboat swerve, homie, watch waves way black burn sunrays So meditate home Pompeii About could build new Rome one day Every time Vegas screaming like he's Elvis But wanna design hotels nail Shit real, got feeling Israelian Like Bar Refaeli, Gisele—no, that's Brazilian Went through, deep depression mama passed Suicide, kinda talk that? But talking God long That look life guess he's talking back Fucking clique Ain't nobody fresher muh'fucking clique As look around, don't like clique And bad bitches, man They want the, want the, want Go!","East Coast,Producer,Rap"
93378,I Like It,"Like It Yeah Girl, wish could spend time every day Prayin', love, emotions That's things that's got open And don't know takes let know you're girl To let know you're baby And even say won't stay around If knew meant together Forever ever, whatever, there's better thing Me girl, that's write love letters sayin'... like way look like time spend, baby like grown like it, girl, don't know like it? like way look like time spend, baby like grown like it, girl, don't know like it? Sometimes wanna one You checking for, get second Me alone? Tell think it's wrong Love nothing time takes say, mind"" Let tell you, always there, oh, yeah Let's get little time away, go movies Saturday Meet finish line tell one time Girl, know scared let say that.... like way look like time spend, baby like grown like it, girl, don't know like it? like way look like time spend, baby like grown like it, girl, don't know like it? When think think things could And never wanna let go And long let know hope stay forever like Baby, baby, baby, baby like Baby, baby, baby, baby like Baby, baby, baby, baby like it, girl, don't know like it? like way look like time spend, baby like grown like it, girl, don't know like it? like way look like time spend, baby like grown like it, girl, don't know like it? like Baby, baby, baby, baby like Baby, baby, baby, baby like Baby, baby, baby, baby like it, girl, don't know like it? Yeah",Pop
60954,She's Like The Wind,"She's Like The Wind Listen baby I've around know like wear crown And know something profound So far hearing look like sound Everybodys talkin We could talkin would doubt Your plams sweaty heart sounds poundin' This you're feeling tell She's like wind Through tree Vaby yea baby yea She rides night Next Like won't believe She leads moonlight Only burn sun Damn believe knows She's taken' heart She doesn't know she's done Baby please feel breath face baby feel Her body close body close Can't look eyes can't look eyes She's outta league she's outta league oh Just fool believe She's got everything need She's like wind If can't conceive muffin Cause let nothing Look hangin around Sneaking look When put Girl look mirror see see And see tell u see girl, tell feel baby Is young old man dream Ohh oh oh Am fooling yea Thinkin she'll stop pain yes yes Living without I'd go insane Damn believe knows feel breath face baby feel Her body close body close Can't look eyes can't look eyes She's outta league she's outta league oh Just fool believe She's got everything need She's like wind Look right Come toughing Boo get together try luck Ever since heard got little crush Pass way it's giving rush So peeped style Yes impressed Always best Put dudes rest So ain't got stress cause got need could ease pain fulfill dreams Just fool believe She got anything need take feel breath face baby feel Her body close body close Can't look eyes can't look eyes She's outta league she's outta league oh Just fool believe She's got everything need She's like wind If can't conceive muffin Cause let nothing Look hangin around Sneaking look When put Tony Sunshine Yea Take She's like wind","R&;B,Rap"
45365,Sexy Chick,"Sexy Chick Yes, see Cause every girl want Oh she's diva feel want meet They say low It's rumor don't believe em They say needs slow The baddest thing around town She's nothing like girls you've ever seen Nothing compare neighborhood, hood trying find words describe girl without disrespectful The way booty moving, can't take Had stop pull close trying find words describe girl without disrespectful Damn girl! Damn you'se sexy chick A sexy chick Damn you'se sexy chick Damn girl! Damn you'se sexy chick A sexy chick Damn you'se sexy chick Damn girl! Yes, see Cause every girl want Oh she's diva feel want meet They say low It's rumor don't believe em They say needs slow The baddest thing around town She's nothing like girls you've ever seen Nothing compare neighborhood, hood trying find words describe girl without disrespectful The way booty moving, can't take Had stop pull close trying find words describe girl without disrespectful Damn girl! Damn you'se sexy chick A sexy chick Damn you'se sexy chick Damn girl! Damn you'se sexy chick A sexy chick Damn you'se sexy chick Damn girl! Damn girl! Damn you'se sexy chick A sexy chick Damn you'se sexy chick Damn girl! Damn you'se sexy chick A sexy chick Damn you'se sexy chick Damn girl! A sexy chick",Pop
